full_text,tweet_english,Subjectivity,Polarity,Analysis
bumn bumn hellooo pak sibuk sepak bola danantara pak,bumn bumn hellooo pak busy football danantara pak,0.3,0.1,Positif
bumn amburadul tahun bisa resin danantara yang uang banyak mungkin bumn itu jadi ladang korupsi bagai lini rakyat akan protes begini,bumn amburadul year can be resin and between the big money maybe bumn is a field of corruption like a line of people will protest like this,0.1,0.0,Positif
3m males muak muntah lihat drama jabat ni liat aj bumn ktika bilang rugi emg merekapejabat tetap rugi ttap enak dpet gaji n tunjang fantastis bahkan korupsi pulak pertamina aj investasi danantara di bilang kolaps lah rugi ntah apa,3m males sick of vomiting see drama jabat ni liat aj bumn ktika said loss emg they keep losing money good dpet salary n support fantastic even corruption instead pertamina aj investment and between said collapse is a loss know what,0.7857142857142857,0.12857142857142856,Positif
kang ojek kamu sampai nih yadanantara hadir manfaat kelola aset semua bumn ada total aset rp 11 ribu t pancing hadir investor gadai aset sulit 1 investor luar masuk ina 2 dapat utang ln,kang ojek anda sampai nih yadanantara present the benefits of managing assets all bumn ada total assets rp 11 thousand t fishing pole present investor pawn difficult assets 1 investor outside enter ina 2 get debt ln,0.36,-0.1,Negatif
aset negara dijadiin milik gelintir kelola bebas kelola kontrol atur ketat negara ingat pasal danantara bukan badan negara jadi bumn dikumpulin aset buat privatisasi kalo default kayak waskita ambil swasta mana baik,state assets belong to a handful of free management manage strict state regulatory controls remember the articles and between are not state bodies so bumn is collected assets for privatization if the default is like a clairvoyant take private which is good,0.5916666666666667,0.3666666666666667,Positif
danantara ladang korupsi baru bisa2nya gabungin bumn strategis,and between new corruption fields can join strategic bumn,0.45454545454545453,0.13636363636363635,Positif
bukan dana pihak tiga bank2 bumn guna modal aset danantara deviden aset bank fasilitas kredit dana pihak tiga kalau danantara rugi ikut rugi,not a third party fund bank2 bumn for asset capital and between asset dividends of banks third party fund credit facilities if and between losses and losses,0.0,0.0,Positif
dana super besar kelola amatir alias rangkap jabat menteri wamen bumn danantara jadi masyarakat sanksi presiden sepeeti ibu2 bawa sepeda motor belok kiri lampu sen kanan,super large funds manage amateurs alias double the position of minister wamen bumn danantara so the public sanctions the president like mothers take a motorcycle turn left penny light right,0.34251700680272107,0.1761904761904762,Positif
danantara bumn lebih besar tanpa tanggung jawab hukum pasti,and between larger bumn without definite legal liability,0.39999999999999997,0.06666666666666667,Positif
bayang semua rugi akibat tikus sarang bumn bayangin aja pak kini bumn jadi sarang tikus lenceng tuju awal bumn topang ekonomi nasional kini malah pelihara tikus bagaimana danantara,"shadow of all the losses due to bumn shadowin nest rats, sir, now bumn is a deviated rat nest, the beginning of bumn supports the national economy, now even preserves rats, how and between",0.375,-0.125,Negatif
rasa sedih lebih dalam tata kelola bagaimana tuang pres semua bumn lama sumbang apbn lalu deviden danantara ada deviden masuk ke apbn,a deeper sense of sadness in governance how to pour the press all the old bumn contribute apbn then dividends and between them there are dividends going to apbn,0.2,0.1,Positif
menteri badan usaha milik negara bumn erick thohir umum 47 aset bumn kelola pusat bawah badan kelola investasi bpi danantara ini baru 7 bumn telah ada bawah kelola danantara pertamina pln bri bni bank,"minister of state-owned enterprises bumn erick thohir general 47 bumn assets manage the central lower bpi investment management body and among these, only 7 bumn have existed under the management and between Pertamina pln bri bni bank",0.5833333333333334,0.016666666666666673,Positif
paham konteks duka kritik danantara kelola bumn kemudian hadil deviden biasa masuk apbn belanja negara di reinvestasi bukan uang tabung masyarakat jadi masalah adalahmasalah kelola transparan,understand the context of grief criticism and between managing bumn then having ordinary dividends included in the budget for state expenditure in reinvestment instead of public funds so the problem is the problem of transparent management,0.25555555555555554,-0.35000000000000003,Negatif
jakarta menteri bumn erick thohir harap hadir badan kelola investasi daya anagata nusantara danantara indonesia tingkat kualitas investasi,jakarta minister bumn erick thohir please attend the power investment management body anagata of the archipelago and the Indonesian archipelago the level of investment quality,0.0,0.0,Positif
kasus pagar laut perlahan mulai redup ini trus henti bungkam paksa muncul ramai pindah perhati rakyat modus tipu baru bumn danantara bank emas,the case of the sea fence slowly began to dim this trus stop forced silence appeared crowded move people's attention new mode of deceit bumn and between gold banks,0.3886363636363636,-0.09090909090909094,Negatif
sumber dana danantara potong apbn gabung aset bank bumn dalam himpun dana masyarakat sangat bahaya ihssg merespond negatif swf idem danantara dunia diri hasil untung sda surplus neraca bayar salam sehat pak sby,source of funds and between cuts apbn merge assets of bumn banks in community fundraising is very dangerous ihssg respond negatively swf idem and between the world of self as a result of profit sda surplus balance of payments greetings Mr. Sby,0.7,-0.54,Negatif
benar masalah nya sederhana pak sbydlm konsep gcg jalan tdk jadi konflik penting regulator tdk jadi operatordan ada danantara tdk bawah beberapa bumn diri atas semua penting konsep cari laba lihat,true the problem is simple sir sbydlm the concept of gcg road is not so important conflict regulators are not so operatordan there and between not down a few bumn self over all important concepts for profit see,0.566005291005291,0.17129629629629628,Positif
pak danantara baik kalau dewan nasihat nya final oocrp erik tohir libat pesimis danantara akan kelola benar pak sby tahu kan bumn bawah erik tohir banyak koruptor bapak tahu telkom beli saham goto 6 4t milik boy tohir,sir andantara well if the advisory board is final oocrp erik tohir libat pessimistic andantara will manage it right sir sby know bumn down erik tohir many corruptors sir know telkom buy goto shares 6 4t belonging to boy tohir,0.5811507936507936,0.15753968253968254,Positif
tidak perlu menteri bumn ada danantara biar lebih effisien efektif,there is no need for ministers to be there and between to be more efficient and effective,0.65,0.55,Positif
swf dunia diri dana hasil sumber daya alam surplus neraca pembekspvsimport sumber dana danantara hasil potong dana apbn gabung bank2 bumn dana dana masyarakat bahaya boss dana hasil untung sda,swf world self fund results of natural resources surplus balance of exporters importing sources of funds and between the results of the cutting of funds apbn merge banks 2 bumn public funds danger boss funds profit sda,0.45555555555555555,-0.16666666666666666,Negatif
satu2nya bumn tidak ada bawah danantara,the only bumn is no bottom and between,1.0,0.0,Positif
tidak bank bumn yang switch jadi danantara,not a bumn bank that switches so and between,0.0,0.0,Positif
yth pak bapak sampai wajarwajar karena bapak dewan nasehat danantara coba bapak posisi diri rakyat orang ada luar perintah rakyat saban hari suguh beritaberita korupsi timpa bumn pak,"dear sir, until it is reasonable because the father of the advisory and intermediary councils, try the father of the people's position, there are people outside the people's orders every day, there are stories of corruption overcoming bumn sir",0.325,0.1,Positif
satu bumn mbalelo tidak mau masuk danantara pulak mesti usut tuntas nih,one bumn mbalelo does not want to enter and between them must be done completely,0.4,0.1,Positif
heran kata awas bumn kok colong rugi terus hampir semua bumn rugi jadi apa awas danantara hari luncur hingga hari masih trust issue urus orang masalah masa peka sih,wonder the word beware bumn kok colong loss continue almost all bumn losses so what are the precautions and between surf days to the day still trust issue manage people problems sensitive time anyway,0.9,0.1,Positif
tuju dapat bapak gimana khawatir duduk lembaga danantara orang orang tidak ragu gagal kelola buah badan usaha yang sudah alam bangkrut bumn final occrp,destination can you be worried about sitting institutions and between people do not hesitate to fail to manage the fruit of business entities that have gone bankrupt bumn final occrp,0.6499999999999999,-0.25,Negatif
gmn mau percaya petinggi danantara njabat menteriwakil menteri komisaris bumn selain potensi konflik penting masak regulator peran bagai operator gmn investor mau percaya rasa aman,"gMN wants to trust the top brass and between the acting minister and the minister, the commissioner of bumn, in addition to the potential for important conflicts, the regulator plays a role like an operator GMN investors want to believe in a sense of security",0.52,0.22000000000000003,Positif
ketidakjelasan sumber dana perintah klaim dividen seluruh bumn sumber utama dana danantara proyeksi rp300 triliun 2025 data uu apbn ta 2025 tunjuk angka benar rp90 triliun cont,unclear source of funds order dividend claims throughout the bumn main source of funds and between projections rp300 trillion 2025 data uu apbn ta 2025 show the correct number rp90 trillion cont,0.3333333333333333,0.16666666666666666,Positif
bumn era soeharto vs danantara moga sukses institusi,bumn era soeharto vs danantara good luck institutional,0.6000000000000001,0.7,Positif
politics free komisaris bumn masuk danatara banyak orang parpol bahkan ceo danantara ketua timses prabowogibran politics free,politics free commissioner bumn entered danatara many political parties even ceo and between the heads of the prabowogibran politics free timses,0.55,0.325,Positif
tengah butuh internal situasi global tantang terobos baru kreatif butuh ekonomi kembang pesat danantara laku kelola aset negara investasi proyekproyek strategis,is in need of an internal global situation to challenge new breakthroughs creatively needs a rapidly developing economy and between the behavior of managing state assets and investments in strategic projects,0.36363636363636365,0.1590909090909091,Positif
menteri bumn erick thohir harap hadir badan kelola investasi daya anagata nusantara danantara indonesia tingkat kualitas investasi,minister bumn erick thohir please attend the power investment management body anagata of the archipelago and the Indonesian archipelago the level of investment quality,0.0,0.0,Positif
bagus bung danantara kelola profesional orang juga profesional tidak korupsi masalah dana awal asal efisiensipemotongan apbnbukan laba bumn dana benar sejahtera rakyat ini,good man and between professional management of people as well as professionals do not corrupt the problem of initial funds origin efficiency cut apbnbukan profit bumn funds are truly prosperous for the people,0.42500000000000004,0.26249999999999996,Positif
omonomon danantara dhe bullion bank hanya dar mimpi equity perintah bumn kok hitung equity danantara sederhana equity upa fixed asset tidak liquid lagi hutang bumn gagal bayar rugi besar,omonomon and between dhe bullion bank only from dreams of equity order bumn kok calculate equity and between simple equity upa fixed asset no longer liquid debt bumn default big loss,0.4142857142857143,0.025,Positif
erick thohir transfer us 909 miliar aset bumn danantara,erick thohir transfer us 909 billion assets bumn danantara,0.0,0.0,Positif
bumn serah aset danantara erick thohir pasti alih aset bumn bpi danantara laku tahap transparan proses tunggu regulasi pp inbreng benar akan kuat ekonomi nasional,bumn handover of assets and between erick thohir will definitely transfer bumn bpi assets and between the transparent stage of the waiting process for pp inbreng regulation will really strengthen the national economy,0.35,0.1,Positif
erick thohir menteri bumn harap danantara tingkat kualitas investasi,erick thohir minister bumn hope and between the level of investment quality,0.0,0.0,Positif
danantara tetap butuh sunti serta modal negara pmn perintah rencana akam ambil deviden badan usaha milik negara bumn,and between them still need sunnis and state capital pmn order plan to take dividends of state-owned enterprises bumn,0.0,0.0,Positif
jauh mantan orang petral anak usaha pilih tetap menteri bumn ketua badan awas danantara rangkap jabat itu sangat potensi jadi conflict of interest sebab putus bias dan tidak profesional,"far from being a petral person, the subsidiary chose to remain the minister, bumn, the head of the Awas agency and between the duplicates, it was very potential to become a conflict of interest because it broke up with bias and unprofessionalism",1.0,0.05,Positif
ngurusi bal ngurusi bumn tambah teh danantara mending kamu aja mundur le,ngurusi bal ngurusi bumn plus tea and between mending you just back off le,0.0,0.0,Positif
satu satunye bumn nyang mao gabung ame danantara,one satunye bumn nyang mao merge ame danantara,0.0,0.0,Positif
malah jadi makin khawatir pejabat2 pilih urus danantara milik rekam jejak buruk integritas wajar rakyat cemas khawatir jadi ajang korupsi baru lebih besar makin kesini bumn bina erick thohir makin ungkap jadi sarang korupsi,"in fact, the more worried the officials choose to manage and between belonging to a bad track record of reasonable integrity, the more worried the people become, the bigger the new corruption scene, the bigger the bumn bina erick thohir, the more it is said to be a nest of corruption",0.5276515151515151,0.14204545454545459,Positif
sambut baik buat danantara siap2 kencang ikat pinggang sobat bumn sy pns lindung uu pp pres semua atur turun sobat bumn emang gw pikirin,welcome both for and between ready to tighten the belt buddy bumn sy pns protection uu pp press all set down buddy bumn eang gwikirin,0.562962962962963,0.2814814814814815,Positif
lahir danantara konsolidasi bumn sekarang jadi tahap pertama hasil konsolidasi adalah dana negara bayang akumulasi kaya negara kita langsung jadi kuat yang sangat besar hitung,born and between the consolidation of bumn now the first stage of the consolidation results is the shadow state fund the accumulation of wealth of our country immediately becomes strong which is very large,0.5412698412698412,0.32063492063492066,Positif
danantara dana siapa fahri hamzah hampir lima tahun ada komisi vi dpr ri waktu awas tri bumn yang turut bukan awas bumn periode 20042009 pada akhir periode saya tulis buku judul negara bumn,and between the funds of who is fahri hamzah for almost five years there is a commission vi dpr ri awas tri bumn time which is also not aware of bumn period 20042009 at the end of the period I wrote the bumn country title book,0.25,-0.125,Negatif
gais bni kan bank bumn yah aman si kalo nabung life goalsnya sejak isu danantara ge jadi trust issue sama bank bumn,gais bni kan bank bumn yah aman si kalau no nabung life goalsnya sejak isu danantara ge jadi trust issue sama bank bumn,0.0,0.0,Positif
47 bumn masuk danantara tadi korupsi di bumn sekarang tambah korupsi pusat jual bumn makin mahal,47 bumn entered and between the corruption in bumn now the corruption of the bumn selling center is getting more expensive,0.4333333333333333,-0.033333333333333326,Negatif
danantara buah lembaga investasi dana ambil bumn investasi,and among the fruits of investment institutions take investment bumn funds,0.0,0.0,Positif
arti program utama danantara adalah baik neraca bumn tentu kerja baik tugas berat urus danantara total utang bumn akhir 2024 itu capai hampir 7000 t,"the meaning of the main program and between it is good, the balance sheet of bumn certainly works well, the heavy duty of managing and between the total debt of bumn at the end of 2024 reaches almost 7000 t",0.550952380952381,0.17619047619047618,Positif
kalau mau sederhana danantara solusi atas utang bumn akibat bijak masa lakamu alih2 jadi solusi sumber daya negara dapat dana bangun luar apbn malah justru bumn sendiri kubang masalah ubah apbn sendiri,"if you want to be simple and between solutions to bumn debt due to the wisdom of your past, instead of being a solution to state resources, you can fund to build outside of apbn, instead of bumn itself, you have the problem of changing apbn itself",0.2580357142857143,-0.09375,Negatif
aset semua bumn bakal kelola danantara erick thohir transformasi total,assets of all bumn will be managed and between erick thohir total transformation,0.75,0.0,Positif
biar fokus sepak bola tidak rakus jabat mending resign menteri bumn pegawas danantara bukti gmana carut marut menteri bumn awas pertamina sampai kasus pertalit jadi pertamax viral,so that the focus of football is not greedy jabat mending resign the minister bumn pegawas and among the evidence gmana carut marut minister bumn beware pertamina until the pertalit case becomes firstx viral,0.0,0.0,Positif
bumn aja hacur apa garansi danantara,bumn aja hacur apa Jaminan danantara,0.0,0.0,Positif
47 bumn caplok danantara erick thohir tetap awas,47 bumn caplok and between erick thohir stay alert,0.0,0.0,Positif
kelola aset 7 bumn raksasa apa danantara,manage the assets of 7 giant bumn apa danantara,1.0,0.0,Positif
danantara rupa langkah strategis atur aset negara lama ada bumn lebih efektif,and between the forms of strategic measures to regulate old state assets there is a more effective bumn,0.5,0.39999999999999997,Positif
lah gmn mau mundur danantara kan baru diresmiin masa yang nyengkram danantara lewat menteri bumn maen asal mundur aja,is that gmn wants to step back and between the new time is inaugurated and between through the minister bumn maen as long as you step back,0.19090909090909092,0.057272727272727274,Positif
pak menteri bumn otak raga nampaknya lelah hunting main latih bola peringkat fifasmp tikus bumn pesta gimana kelak danantara bank emas nasib,sir minister bumn raga brain seems tired hunting play practice ball fifasmp rank rat bumn party what will it be and between the gold bank fate,0.8,-0.6000000000000001,Negatif
nonton jelasin dong tempo youtube buset nyata pengaruh et dasco sangat besar thd revisi uu bumn kemarin sah masuk dalam pasal soal danantara ruu bumn cepat hny 1 hari,watch obviously dong tempo youtube buset real influence et dasco very big thd revision uu bumn yesterday officially included in the article about and between ruu bumn fast hny 1 day,0.3825,0.1,Positif
danantara startegi baru kelola dividen bumn tuju mandiri ekonomi indonesia,and between new strategies to manage bumn dividends towards independent Indonesian economy,0.2897727272727273,0.06818181818181818,Positif
alih isu pertamina danantara,over the issue of pertamina andantara,0.0,0.0,Positif
analisis ttg danantara akan stuck sandera jabat usaha gendut diri birokrat wenang tp tdk mau tanggung jawab korporasi domestik asing telah dikte pajak belanja apbn dana pihak tiga suku bunga kredit fx risk,analysis of about and between will be stuck hostage of fat business officials themselves bureaucrats have authority but do not want the responsibility of foreign domestic corporations has been dictated by the tax on expenditure apbn third party funds credit interest rates fx risk,0.075,-0.041666666666666664,Negatif
simpen danantara kak,simpen danantara sis,0.0,0.0,Positif
kalau tanya danantara kira gmn,if you ask and between suppose gmn,0.0,0.0,Positif
busuk yang tolak danantara udah enak nikmat hasil bumi indonesia lama,rot that rejects and between the delicious old Indonesian produce,0.6,0.55,Positif
ketia dewan pakar burhanuddin abdullah notabene napi korupsi bi mantan gubernur bi bayang cc presiden ri bukan prof ferry jadi ketua dengar nasehat beliau henti konsep niat baik busuk danantara,ketia expert council burhanuddin abdullah factabene prisoner of corruption bi former governor bi shadow cc president ri not prof ferry so the chairman listened to his advice stop the concept of rotten goodwill and,0.0,0.0,Positif
jamin 100 danantara tahu kalau korupsi,guarantee 100 and between knowing that corruption,0.0,0.0,Positif
presiden prabowo subianto tengah timbang mungkin rekrut tokoh global bagi dewan nasihat badan kelola investasi bpi daya anagata nusantara danantara indonesia langkah harap bawa perspektif internasional alam luas,president prabowo subianto is weighing the possibility of recruiting a global figure for the advisory board of the investment management body bpi Daya anagata nusantara danantara indonesia step please bring a broad international perspective,0.10416666666666667,0.020833333333333332,Positif
danantara jadi katalisator tumbuh ekonomi indonesia global,and between being a catalyst for the growth of the global Indonesian economy,0.0,0.0,Positif
dukung danantara tumbuh ekonomi nasional positif,support and between positive national economic growth,0.3727272727272727,0.21363636363636362,Positif
ini kait aktivnya danantara kembang battery ev kendara listrik gem ecopro telah jadi mitra satu sama lain lama 8 tahun akhir,this is the activation hook and between the development of battery ev electric vehicles gem ecopro has been a partner with each other for the last 8 years,0.22083333333333333,-0.0625,Negatif
persis jokowi bisa geram laku korupsi keliling tetap bebas laku korupsimalah ex napi korupsi jd bos danantara ham ndasmu,exactly jokowi can furiously practice corruption around remain free practice corruption is ex prisoner corruption jd boss and between ham ndasmu,0.525,0.325,Positif
udah banyak paham sering absurd tp kalo gk bs bahas lebih ptg kya bina usia dini liga putri klub gk bayar gaji main tragedi kanjuruhan minim ngelanturnya brmanfaat tanya tri soal bensin oplos ato rangkap jabat ato danantara kek,already many understand often absurd but if gk bs discuss more ptg kya bina early age women's league club gk pay salary play tragedy kanjuruhan minimal digression brmanfaat ask tri about petrol oplos ato double dabat ato danantara kek,0.48333333333333334,0.08333333333333333,Positif
danantara bentuk kuat ekonomi indonesia masa depan,and among the strong forms of the future Indonesian economy,0.42916666666666664,0.21666666666666665,Positif
kewalahan jelas sembah teriak hidup jokowi kepada rakyat ejek nyenyenye ndasmu lakamu komplot buat danantara isi genk semua banyak laku absurd pasang presiden padahal kalo ada nyali dukung penuh rakyat lho,overwhelmed clearly prayed shouting life jokowi to the people mocking nyenyenye ndasmu lakamu conspiracy to make and between the contents of the genk all the many absurd practices of the presidential pairs even though if there are guts to fully support the people you know,0.6277777777777778,0.033333333333333326,Positif
danantara konsolidasi semua kuat ekonomi,and between the consolidation of all strong economic,0.4666666666666667,0.31666666666666665,Positif
janji makan gizi gratis anak sekolah janji lapang kerja bas juta realisasi danantara,promise of free nutrition for school children promise of bus work space million realization and intermediate,0.8,0.4,Positif
prabowo bos danantara pilih baik boleh titip,prabowo boss and between good choices can be entrusted,0.6000000000000001,0.7,Positif
danantara rupa langkah strategis atur aset negara lebih efektif arah,and between the form of strategic steps to regulate state assets more effectively in the direction of,0.65,0.55,Positif
tenaaang danantara,tenaaang danantara,0.0,0.0,Positif
bentuk bpi danantara rupa positif harap kapital kerja pertamina depan,"the shape of the PPI and between the positive appearance, please expect the working capital of the first",0.43939393939393934,0.23863636363636365,Positif
danantara demikian bukan rawan salah tata kelola juga keliru buah konsep bijak kabar baik kita bahwa ada kata lambat ubah bijak keliru,"and between them, it is not prone to mismanagement and mismanagement as well as misrepresentation of the fruit of the concept of wisdom, our good news that there is a word",0.6000000000000001,0.7,Positif
mantanmantan presiden jadi nasihat danantara ros tunggu tanggal main,former former president to be advice and between roses wait for play date,0.0,0.0,Positif
contoh rp 300 triliun per tahun alokasi danantara 100 kali lipat anggar subsidi pt kai dapat guna bangun jaring kendara umum kotakota besar indonesia sdg masak,example of rp 300 trillion per year allocation and between 100 times fencing subsidy pt kai can be used to build public transportation nets in big cities of Indonesia sdg masak,0.08333333333333334,0.0,Positif
danantara indonesia dunia,and between the world's indonesian,0.0,0.0,Positif
tim danantara pasti pilih profesional ada titip para bantu sdh jabat pasti bukan titip,the team and between definitely choose a professional there are entrust the helpers sdh jabat definitely not entrust,0.3666666666666667,0.03333333333333333,Positif
satu krusial danantara baru nie nie bener2 waspada nie lahan paling buasah buat diapaain lh bahasa yang pas baru lanjut isu isu korupsi yang edar skrng,one crucial and between new nie nie bener2 be wary nie the wildest land for diapaain lh the right language just continue the issue of corruption issues circulating now,0.672564935064935,-0.019480519480519487,Negatif
ros bicara ihsg danantara percaya investor,ros talk ihsg danantara trust investor,0.0,0.0,Positif
sdh nekat saat kasus jd sorot terang2an main2 sdh gila wajar kl curiga pihak2 sdg selamat kasus pagar laut hny seret kades jd contoh kl biar negara bs bubar pantes bentuk danantara rampok sblm negara bubar,sDH was desperate when the case of JD highlighted blatantly main2 SDH crazy reasonable kl suspicious parties SDG survived the case of the sea fence hny drag kades jd example kl let the country bs disperse pantes form and between robberies sblm the country dispersed,0.6141666666666666,-0.32000000000000006,Negatif
waktu kampanye paling sorot makan gizi gratis waktu pilih dana guna danantara good job,the most highlighted campaign time for free nutrition when choosing funds and between good jobs,0.6333333333333334,0.5333333333333333,Positif
pesan prabowo soal urus danantara boleh titiptitipan,prabowo message about managing and between can be deposited,0.0,0.0,Positif
ganti main danantara kah,change play and intermediate is it,0.0,0.0,Positif
habis danantara knp kaya keluar semua kasus korupsi,exhausted and between KNP kaya out all corruption cases,0.7,-0.4,Negatif
sibuk ngurusin danantara bu mana waktu ngurusin ginian,busy taking care of and between ma'am where is the time to take care of ginian,0.3,0.1,Positif
ini alih isu danantara,this transfer issue and between,0.0,0.0,Positif
bca aja masuk dalam danantara,bca just enter in and between,0.0,0.0,Positif
pdhl semua ada struktur bpi danantara orang titip jokowi prabowo sby,pdhl all have a bpi structure and between people titip jokowi prabowo sby,0.0,0.0,Positif
ikn muncul danantara perintah sekarang sama jaman mulyono sama ajaa sebelas duabelas inti cari kendara buat ngrampok bangsa,ikn appeared and between the present order of the same era of mulyono the same eleven twelve core find a vehicle for robbing the nation,0.08333333333333333,0.0,Positif
tenang obat danantara bumn2 sakit2 pulih,calm medicine and between bumn2 sick2 recover,0.75,0.30000000000000004,Positif
maman abdurrahman yakin umkamu salur kur ganggu danantara,maman abdurrahman sure umkamu channel kur disrupt danantara,0.8888888888888888,0.5,Positif
danantara anggar nikmatin aja negri terlananti rakyat sengsara,"and between fencing favors, the land of the miserable people",1.0,-1.0,Negatif
rakyat lihat danantara pimpin orang rekan jejak bersih 7ang haram korupsi sekaligus punya kompetensi mumpuni kalau syarat 2 tdk percaya danantara ajan jadi banjakan korupsi elit negara rekam jejak bukti,the people see and among them lead people with a clean track 7ang haram corruption as well as having qualified competence if the condition 2 does not believe and among the aides becomes a corruption indulgence of the state elite's track record of evidence,0.7000000000000001,0.3666666666666667,Positif
isu konglomerat china jadi dewan nasehat kata bos danantara,issues of the chinese conglomerate so the advisory board said boss and intermediary,0.0,0.0,Positif
makan cukup ibadah puas menteri esdm bahlil lahadalia usul 21 proyek nila rp 457 triliun dana danantara,eat enough worship satisfied minister esdm bahlil lahadalia proposal 21 projects worth Rp 457 trillion of funds and between,0.5333333333333333,0.26666666666666666,Positif
danantara leverage rata kanan ambil long eh tau nya short ambyarrr,and between the right flat leverage take the long uh know the short ambyarrr,0.34017857142857144,0.05267857142857142,Positif
biar tebak namanama penuh harap kayak danantara harap palsu,let's guess the name is full of hope like and between false hope,0.575,-0.02500000000000005,Negatif
trus danantara ngambil duit mana,trus danantara ngambil duit mana,0.0,0.0,Positif
makin kemana2 sih sbnrnya danantara buat apa sih whats the purpose,more and more everywhere sbnrnya andantara apaih whats the purpose,0.5,0.5,Positif
nahhh mulai tahu serigala si danantara jaman gin kagak institusi finansial waras mau dana investasi batu bara jadi gitu tuju asli danantara,nahhh starting to know the wolf and between the gin era not a sane financial institution wants a coal investment fund so that's the original and intermediate direction,0.2375,0.14375,Positif
danantara sebut jadi sentimen negatif ihsg ros buka suara,and between call it a negative sentiment ihsg ros open the voice,0.45,-0.15,Negatif
jangan pancing kemaren dah mulai banyak manas manasin inget guys danantara inget pertamina inget antam jangan mau jadi amunisi buzzer,don't lure yesterday already started a lot of manas manasin inget guys and between inget pertamina inget antam don't want to be buzzer ammunition,0.0,0.0,Positif
soal mantan presiden jadi nasihat danantara ros tunggu tanggal main,about the former president being an advice and between roses wait for the play date,0.0,0.0,Positif
tidak masuk akal sudut pandang uang argumen danantara perlu dorong tumbuh 8 persen rupa buah sesat pikir mahal selesai masalah tidak dengan masalah baru baca,does not make sense from the point of view of money arguments and between the need to encourage growing 8 percent of the appearance of perverted fruit think expensive solved the problem not with the problem just read,0.7,-0.5,Negatif
bca biar dipake danantara but minus sekarang flazz jegal mana lrt aja gabisa pake flazz wkwk,bca let it be used and between but minus now flazz jegal mana lrt just gabisa use flazz wkwk,0.1,-0.1,Negatif
prabowo pasti tim danantara pilih profesional ada titiptitipan,prabowo is definitely a team and between choosing professionals there are titiptitipan,0.5,0.0,Positif
ros roeslani kata presiden prabowo titip pesan tidak titip struktur danantara,ros roeslani said president prabowo titip message not ditip structure danantara,0.0,0.0,Positif
investor tdk yang mau dana proyek energi kotor jadi pakai lewat danantara,investors do not want dirty energy project funds to be used through and between,0.8,-0.6,Negatif
mas perihal ada isu danantara berani hold big bank tadi sempet liat chat bbri kilas kok kayak rem yak,mas about there is an issue and between the dare to hold big bank just now see bbri chat kilas how like brake yak,0.1,0.0,Positif
kok dapat rp250 ribu bukan cuma 150 ribu aja rp150 ribu bonus langsung krom rp100 ribu tambah aku cara dapetinnya pakai kode referral krom doni0179 daftar kirim bukti deposit zonauang zonaba banjir danantara crypto,why get rp250 thousand not only 150 thousand just rp150 thousand direct bonus chrome rp100 thousand plus me how to get it use chrome referral code doni0179 deposit proof list zonauang zonaba flood and between crypto,0.7,0.05,Positif
iblis anak cucu terpingkalpingkal dengar kata jamin 100 danantara akan korupsi,the devil's grandchildren hear the word guarantee 100 and between corruption,0.0,0.0,Positif
prabowo tegas ada orang titip danantara,prabowo firmly there are people who leave and between,0.4,-0.2,Negatif
smua hasil sita korupsi untk danantara modal nyapres 2029,all the results of corruption seizures for and between its capital President 2029,0.0,-0.05,Negatif
danantara for indonesia better,danantara for indonesian better,0.5,0.5,Positif
fareastern x space danantara akan jadi harap lesu ekonomi indonesia sama riskha budiarti tim riset fareastern muslimah host sarah mulyani kamis maret 2025 16001700 wib,fareastern x space danantara will be the hope of Indonesia's economic sluggishness as well as riskha budiarti research team fareastern muslimah host sarah mulyani Thursday march 2025 16001700 wib,0.2,0.2,Positif
mungkin dewan nasehat danantara sourcenya situ jd butuh nasehat buat modal nisa dualisme pimpin nih,maybe the advisory board and between the sourcing there jd need advice for capital nisa dualism lead here,0.0,0.0,Positif
danantara indonesia emas 2045,and between indonesia gold 2045,0.0,0.0,Positif
presiden timbang dewan nasihat danantara tokoh global,the president weighs the advisory board and among global figures,0.0,0.0,Positif
yukkkke danantara yukk,yukkkke danantara yukk,0.0,0.0,Positif
ingat bukan malah beri jabat danantara,remember instead of giving a shake and between,0.0,0.0,Positif
struktur danantara umum minggu depan ros ungkap pesan prabowo,structure and between the general next week roses reveal the message of prabowo,0.25,0.02500000000000001,Positif
danantara vs trust issue gitu saksi open mind khilafah news sama bung iwan januar lalu link join group wa informasi update hari,danantara vs trust issue gitu witness open mind khilafah news sama bung iwan januar lalu link join group wa information update hari,0.5,0.0,Positif
mulai dri gas melon nikmir tangkap oplos pertamax emas palsu zakat korup hy buat nutupin pager laut danantara bank emas,start dri melon gas nikmir catch oplos pertamax fake gold zakat corrupt hy for nutupin pager sea and between gold banks,1.0,-0.5,Negatif
perintah prabowo danantara rekrut orangorang baik bukan titip,the order of prabowo and between the recruitment of good people is not entrusted,0.6000000000000001,0.7,Positif
untung di bantu danantara investasi pertama ex sritex,profit is assisted and between ex sritex's first investment,0.3333333333333333,0.25,Positif
percaya danantara duit dah ditilep duluan bawah,believe and between the money has been depreciated first down,0.3111111111111111,0.04722222222222221,Positif
perintah korup gin malah bikin danantara harus tau sih mana arah welcome to indonesia gelap,gin corrupt orders instead make and between must know which direction is welcome to dark Indonesia,0.7666666666666666,0.05000000000000002,Positif
